player,opp,opp_rank,overall_rank,pos_rank,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,fanduel_pts,fanduel_cost,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,2-pt,fl,punt_td,kick_td


"Tyler Eifert (TE, CIN)",ARI,#6,76,5,0.00,0.00,0.00,0.00,0.00,0.00,4.51,52.38,0.36,11.91,9.65,$6200,1.56,11.93,$5900,2.02,9.65,$115400,0.08,11.91,$12650,0.94,9.65,$5000,1.93,11.93,$5000,2.39,11.95,$7300,1.64,9.67,$4800,2.01,9.65,$25,386
"James Starks (RB, GB)",MIN,#16,77,19,0.00,0.00,0.00,12.44,48.73,0.33,2.76,20.73,0.04,11.89,10.51,$6200,1.7,11.93,$5300,2.25,10.51,$99400,0.11,11.89,$11000,1.08,10.51,$4400,2.39,11.93,$4800,2.49,11.97,$6600,1.81,10.55,$5100,2.07,10.51,$20,525.5
"Jeremy Langford (RB, CHI)",DEN,#1,78,20,0.00,0.00,0.00,10.49,49.82,0.37,1.91,20.17,0.11,11.77,10.81,$6700,1.61,11.78,$5600,2.1,10.81,$102900,0.11,11.77,$10950,1.07,10.81,$5000,2.16,11.78,$5600,2.1,11.79,$7300,1.62,10.82,$5700,1.9,10.81,$17,635.88
"Jimmy Graham (TE, SEA)",SF,#29,79,6,0.00,0.00,0.00,0.00,0.00,0.00,4.25,49.92,0.42,11.76,9.64,$5800,1.66,11.78,$4900,2.4,9.64,$91600,0.11,11.76,$10350,1.14,9.64,$4500,2.14,11.78,$4800,2.45,11.8,$6100,1.93,9.66,$3600,2.68,9.64,$18,535.56
"Justin Forsett (RB, BAL)",STL,#2,80,21,0.00,0.00,0.00,13.62,50.31,0.28,3.00,20.02,0.07,11.65,10.15,$6900,1.47,11.89,$5800,2.05,10.15,$104600,0.1,11.65,$10900,1.07,10.15,$4700,2.16,11.89,$5600,2.12,12.13,$6000,2.02,10.39,$5500,1.89,10.15,$25,406
"Antonio Andrews (RB, TEN)",JAC,#23,81,22,0.00,0.00,0.00,14.81,53.62,0.34,2.02,19.99,0.04,11.38,10.37,$5600,1.85,11.52,$3700,3.11,10.37,$76600,0.14,11.38,$6650,1.71,10.37,$4300,2.41,11.52,$3800,3.03,11.66,$4000,2.92,10.51,$4000,2.63,10.37,$14,740.71
"Martellus Bennett (TE, CHI)",DEN,#1,82,7,0.00,0.00,0.00,0.00,0.00,0.00,4.81,52.64,0.22,11.19,8.79,$5200,1.69,11.29,$4200,2.69,8.79,$68900,0.13,11.19,$8850,1.26,8.79,$4300,2.04,11.29,$4300,2.63,11.39,$6200,1.84,8.89,$3700,2.4,8.79,$18,488.33
"Golden Tate (WR, DET)",OAK,#31,83,28,0.72,0.04,0.00,0.18,1.05,0.00,4.40,50.32,0.25,11.07,8.87,$6200,1.43,11.15,$4600,2.42,8.87,$64600,0.14,11.07,$8850,1.25,8.87,$4400,2.02,11.15,$4700,2.37,11.23,$5000,2.25,8.95,$3700,2.42,8.87,$22,403.18
"Giovani Bernard (RB, CIN)",ARI,#6,84,23,0.00,0.00,0.00,8.14,37.31,0.19,3.28,22.15,0.13,11.07,9.43,$6300,1.5,11.13,$4500,2.47,9.43,$92900,0.1,11.07,$9250,1.2,9.43,$4650,2.03,11.13,$4500,2.47,11.19,$6700,1.67,9.49,$4300,2.21,9.43,$22,428.64
"Rishard Matthews (WR, MIA)",DAL,#22,85,29,0.00,0.00,0.00,0.02,0.73,0.00,3.51,54.95,0.32,11,9.24,$6400,1.44,11,$4700,2.34,9.24,$78000,0.12,11,$9250,1.19,9.24,$4400,2.1,11,$4400,2.5,11,$5100,2.16,9.24,$5100,1.81,9.24,$21,440
"Jeremy Hill (RB, CIN)",ARI,#6,86,24,0.00,0.00,0.02,10.71,35.82,0.16,3.15,25.91,0.14,10.94,9.39,$6500,1.44,11.03,$5000,2.21,9.37,$82200,0.11,10.96,$8700,1.26,9.37,$4800,1.95,11.03,$3900,2.83,11.1,$5500,2.02,9.46,$4000,2.37,9.39,$15,626
"Eric Ebron (TE, DET)",OAK,#31,87,8,0.00,0.00,0.00,0.00,0.00,0.00,4.27,46.35,0.33,10.89,8.75,$5400,1.62,10.91,$3500,3.12,8.75,$79700,0.11,10.89,$6600,1.65,8.75,$4150,2.11,10.91,$4200,2.6,10.93,$4400,2.48,8.77,$3300,2.66,8.75,$16,546.88
"Charles Clay (TE, BUF)",NE,#14,88,9,0.00,0.00,0.00,0.00,0.00,0.00,4.12,45.79,0.31,10.48,8.42,$5200,1.62,10.52,$4000,2.63,8.42,$67400,0.12,10.48,$8150,1.29,8.42,$4300,1.96,10.52,$3900,2.7,10.56,$5500,1.92,8.46,$2800,3.02,8.42,$13,647.69
"Donte Moncrief (WR, IND)",ATL,#19,89,30,0.00,0.00,0.00,0.00,0.00,0.00,3.64,52.18,0.26,10.42,8.6,$6100,1.41,10.42,$4700,2.22,8.6,$76900,0.11,10.42,$8700,1.2,8.6,$4850,1.77,10.42,$4000,2.61,10.42,$5700,1.83,8.6,$3900,2.21,8.6,$19,452.63
"Jamison Crowder (WR, WSH)",CAR,#7,90,31,0.00,0.00,0.00,0.15,0.32,0.00,4.30,45.99,0.26,10.33,8.18,$5800,1.41,10.41,$3800,2.74,8.18,$66400,0.12,10.33,$7500,1.38,8.18,$4300,1.9,10.41,$3500,2.97,10.49,$3900,2.69,8.26,$3600,2.29,8.18,$16,511.25
"Jacob Tamme (TE, ATL)",IND,#20,91,10,0.00,0.00,0.00,0.00,0.00,0.00,4.15,48.53,0.20,10.16,8.09,$5300,1.53,10.18,$3600,2.83,8.09,$66900,0.12,10.16,$8350,1.22,8.09,$4100,1.97,10.18,$3500,2.91,10.2,$4400,2.32,8.11,$3200,2.53,8.09,$16,505.63
"Travis Kelce (TE, KC)",SD,#28,92,11,0.00,0.00,0.00,0.00,0.00,0.00,3.68,45.68,0.32,10.09,8.25,$5700,1.45,10.13,$4700,2.16,8.25,$97100,0.08,10.09,$10800,0.93,8.25,$4500,1.83,10.13,$4700,2.16,10.17,$6700,1.52,8.29,$4400,1.88,8.25,$19,434.21
"Tavon Austin (WR, STL)",BAL,#17,93,32,0.00,0.00,0.00,0.86,4.01,0.03,3.38,47.46,0.21,9.97,8.28,$6000,1.38,9.97,$4600,2.17,8.28,$78900,0.1,9.97,$8950,1.11,8.28,$4450,1.86,9.97,$4100,2.43,9.97,$6400,1.56,8.28,$4800,1.73,8.28,$23,360
"Jason Witten (TE, DAL)",MIA,#26,94,12,0.00,0.00,0.00,0.00,0.00,0.00,4.73,42.68,0.17,9.94,7.57,$5500,1.38,9.98,$5100,1.96,7.57,$74200,0.1,9.94,$9200,1.08,7.57,$4350,1.74,9.98,$4300,2.32,10.02,$5800,1.73,7.61,$3100,2.45,7.57,$16,473.13
"Ameer Abdullah (RB, DET)",OAK,#31,95,25,0.05,0.02,0.00,7.94,34.57,0.23,2.70,17.87,0.10,9.93,8.58,$5300,1.62,10.02,$3400,2.95,8.58,$43800,0.2,9.93,$6100,1.63,8.58,$4000,2.15,10.02,$3200,3.13,10.11,$2200,4.6,8.67,$3500,2.48,8.58,$10,858
"Carlos Hyde (RB, SF)",SEA,#3,96,26,0.00,0.00,0.00,14.67,51.17,0.30,1.82,11.09,0.02,9.77,8.86,$6000,1.48,9.87,$3800,2.6,8.86,$74700,0.12,9.77,$9100,1.07,8.86,$4200,2.11,9.87,$3500,2.82,9.97,$4400,2.27,8.96,$2600,3.45,8.86,$18,492.22
"Karlos Williams (RB, BUF)",NE,#14,97,27,-0.03,0.00,0.00,5.93,27.26,0.46,2.00,18.99,0.06,9.76,8.76,$5700,1.54,9.76,$4200,2.32,8.76,$87700,0.1,9.76,$8900,1.1,8.76,$4200,2.09,9.76,$3300,2.96,9.76,$5100,1.91,8.76,$4100,2.14,8.76,$21,417.14
"Delanie Walker (TE, TEN)",JAC,#23,98,13,0.00,0.00,0.00,0.00,0.00,0.00,3.50,41.21,0.33,9.62,7.87,$5700,1.38,9.55,$4800,1.99,7.75,$88700,0.09,9.62,$10700,0.9,7.87,$4550,1.73,9.67,$4000,2.42,9.72,$6700,1.45,7.92,$4400,1.8,7.87,$21,374.76
"Joique Bell (RB, DET)",OAK,#31,99,28,0.00,0.00,0.00,7.88,24.15,0.20,3.00,24.49,0.06,9.42,7.92,$5400,1.47,9.48,$3300,2.87,7.92,$70100,0.11,9.42,$6700,1.41,7.92,$4000,1.98,9.48,$3300,2.87,9.54,$2900,3.29,7.98,$4000,2,7.92,$14,565.71
"Nate Washington (WR, HOU)",NYJ,#4,100,33,0.00,0.00,0.00,0.00,0.00,0.00,2.94,45.49,0.31,9.41,7.94,$5600,1.42,9.43,$4400,2.14,7.94,$69100,0.11,9.41,$9550,0.99,7.94,$4500,1.76,9.43,$4000,2.36,9.45,$4000,2.36,7.96,$4100,1.94,7.94,$24,330.83
"Ronnie Hillman (RB, DEN)",CHI,#25,101,29,0.00,0.00,0.00,12.54,50.66,0.30,1.64,8.26,0.02,9.37,8.55,$6200,1.38,9.41,$3900,2.41,8.55,$83100,0.1,9.37,$9000,1.04,8.55,$4600,1.86,9.41,$3800,2.48,9.45,$5200,1.82,8.59,$4000,2.15,8.55,$18,475
"Richard Rodgers (TE, GB)",MIN,#16,102,14,0.00,0.00,0.00,0.00,0.00,0.00,3.66,39.94,0.30,9.37,7.54,$5400,1.4,9.41,$3100,3.04,7.54,$58500,0.13,9.37,$8100,1.16,7.54,$4250,1.77,9.41,$3300,2.85,9.45,$5000,1.89,7.58,$3100,2.45,7.54,$14,538.57
"Dorial Green-Beckham (WR, TEN)",JAC,#23,103,34,0.00,0.00,0.00,0.00,0.00,0.00,3.12,50.53,0.18,9.31,7.75,$5500,1.41,9.31,$3200,2.91,7.75,$68700,0.11,9.31,$6000,1.55,7.75,$4000,1.94,9.31,$3200,2.91,9.31,$2900,3.21,7.75,$3800,2.04,7.75,$13,596.15
"Melvin Gordon (RB, SD)",KC,#9,104,30,0.00,0.00,0.00,12.82,43.17,0.30,1.97,11.16,0.02,9.2,8.22,$6000,1.37,9.26,$3900,2.37,8.22,$78100,0.11,9.2,$7400,1.24,8.22,$4200,1.96,9.26,$4000,2.32,9.32,$3500,2.66,8.28,$4000,2.07,8.22,$14,587.14
"Zach Ertz (TE, PHI)",TB,#18,105,15,0.70,0.02,0.00,0.00,0.00,0.00,3.62,36.78,0.28,9.09,7.28,$5200,1.4,9.11,$3100,2.94,7.28,$59900,0.12,9.09,$8100,1.12,7.28,$4450,1.64,9.11,$3600,2.53,9.13,$3300,2.77,7.3,$2700,2.7,7.28,$15,485.33
"Julius Thomas (TE, JAC)",TEN,#12,106,16,0.00,0.00,0.00,0.00,0.00,0.00,3.61,35.82,0.26,8.83,7.03,$5200,1.35,8.83,$3500,2.52,7.03,$60200,0.12,8.83,$6500,1.36,7.03,$4600,1.53,8.83,$3300,2.68,8.83,$4200,2.1,7.03,$2700,2.6,7.03,$13,540.77
"Cecil Shorts (WR, HOU)",NYJ,#4,107,35,0.00,0.00,0.00,0.00,0.00,0.00,3.83,40.22,0.17,8.81,6.9,$5400,1.28,8.84,$3000,2.95,6.9,$69300,0.1,8.81,$7300,1.21,6.9,$4300,1.6,8.84,$3400,2.6,8.87,$3100,2.86,6.93,$4300,1.61,6.9,$19,363.16
"Leonard Hankerson (WR, ATL)",IND,#20,108,36,0.00,0.00,0.00,0.00,0.00,0.00,2.55,42.36,0.33,8.77,7.49,$5000,1.5,8.77,$3300,2.66,7.49,$66500,0.11,8.77,$6000,1.46,7.49,$3900,1.92,8.77,$3700,2.37,8.77,$2200,3.99,7.49,$2100,3.57,7.49,$17,440.59
"Pierre Garcon (WR, WSH)",CAR,#7,109,37,0.00,0.00,0.00,0.00,0.00,0.00,3.70,42.87,0.13,8.73,6.88,$6000,1.15,8.75,$4300,2.03,6.88,$73200,0.09,8.73,$9000,0.97,6.88,$4500,1.53,8.75,$3700,2.36,8.77,$5600,1.57,6.9,$3700,1.86,6.88,$20,344
"Terrance Williams (WR, DAL)",MIA,#26,110,38,0.00,0.00,0.00,0.00,0.00,0.00,2.55,43.07,0.31,8.72,7.44,$5300,1.4,8.74,$4100,2.13,7.44,$63400,0.12,8.72,$7700,1.13,7.44,$4000,1.86,8.74,$3500,2.5,8.76,$2700,3.24,7.46,$3600,2.07,7.44,$16,465
"Philly Brown (WR, CAR)",WSH,#15,111,39,0.00,0.00,0.00,0.12,0.54,0.00,2.85,44.19,0.23,8.7,7.28,$4800,1.52,8.72,$3000,2.91,7.28,$52700,0.14,8.7,$6450,1.35,7.28,$4000,1.82,8.72,$3200,2.73,8.74,$2000,4.37,7.3,$3600,2.03,7.28,$13,560
"Malcom Floyd (WR, SD)",KC,#9,112,40,0.00,0.00,0.00,0.00,0.00,0.00,2.38,41.73,0.35,8.69,7.5,$0,0,8.69,$3900,2.23,7.5,$44900,0.17,8.69,$6900,1.26,7.5,$4700,1.6,8.69,$3700,2.35,8.69,$0,0,7.5,$3200,2.34,7.5,$19,394.74
"Michael Floyd (WR, ARI)",CIN,#11,113,41,0.00,0.00,0.02,0.00,0.00,0.00,2.69,42.87,0.29,8.68,7.35,$6400,1.15,8.7,$3800,2.29,7.33,$79200,0.09,8.7,$11050,0.79,7.33,$4900,1.5,8.7,$4300,2.02,8.7,$6600,1.32,7.35,$4400,1.67,7.35,$22,334.09
"Harry Douglas (WR, TEN)",JAC,#23,114,42,0.00,0.00,0.00,0.06,1.07,0.00,3.12,37.52,0.20,8.26,6.7,$5300,1.26,8.16,$3100,2.63,6.58,$55300,0.12,8.26,$6000,1.38,6.7,$3800,1.76,8.28,$3100,2.67,8.3,$2200,3.77,6.72,$3200,2.1,6.7,$13,515.38
"Theo Riddick (RB, DET)",OAK,#31,115,31,0.26,0.00,0.00,2.72,11.15,0.06,3.17,29.06,0.12,8.26,6.68,$5100,1.31,8.27,$3300,2.51,6.68,$64900,0.1,8.26,$6000,1.38,6.68,$4000,1.67,8.27,$3900,2.12,8.28,$3600,2.3,6.69,$3100,2.16,6.68,$13,513.85
"Anquan Boldin (WR, SF)",SEA,#3,116,43,0.00,0.00,0.00,0.00,0.00,0.00,3.29,40.58,0.15,8.19,6.54,$5700,1.15,8.22,$4000,2.06,6.54,$72600,0.09,8.19,$10050,0.81,6.54,$4200,1.56,8.22,$3800,2.16,8.25,$4000,2.06,6.57,$3900,1.68,6.54,$21,311.43
"Crockett Gillmore (TE, BAL)",STL,#2,117,17,0.00,0.00,0.00,0.00,0.00,0.00,2.85,35.82,0.28,8.11,6.69,$5300,1.26,8.11,$3300,2.46,6.69,$62900,0.11,8.11,$8700,0.93,6.69,$4200,1.59,8.11,$3300,2.46,8.11,$4400,1.84,6.69,$2800,2.39,6.69,$13,514.62
"Matt Forte (RB, CHI)",DEN,#1,118,32,0.00,0.00,0.00,9.18,35.93,0.16,1.77,15.76,0.03,8,7.11,$7800,0.91,8.05,$6800,1.18,7.11,$108900,0.07,8,$13950,0.57,7.11,$5400,1.32,8.05,$3000,2.68,8.1,$7700,1.05,7.16,$5100,1.4,7.11,$29,245.17
"Eddie Lacy (RB, GB)",MIN,#16,119,33,0.00,0.00,0.00,9.71,41.98,0.24,1.22,11.61,0.02,7.98,7.37,$5600,1.32,8.07,$4800,1.68,7.37,$70000,0.11,7.98,$8950,0.89,7.37,$4300,1.71,8.07,$3200,2.52,8.16,$6500,1.26,7.46,$3500,2.13,7.37,$14,526.43
"Jermaine Kearse (WR, SEA)",SF,#29,120,44,0.00,0.00,0.00,0.00,0.00,0.00,3.09,39.80,0.15,7.97,6.43,$5200,1.24,7.97,$3300,2.42,6.43,$58900,0.11,7.97,$6000,1.33,6.43,$4000,1.61,7.97,$3200,2.49,7.97,$2100,3.8,6.43,$3600,1.79,6.43,$12,535.83
"Doug Baldwin (WR, SEA)",SF,#29,121,45,0.00,0.00,0.00,0.00,0.00,0.00,3.11,39.15,0.16,7.93,6.37,$5400,1.18,7.96,$3500,2.27,6.37,$71600,0.09,7.93,$8150,0.97,6.37,$4300,1.48,7.96,$3700,2.15,7.99,$3000,2.66,6.4,$4000,1.6,6.37,$14,455
"Ted Ginn Jr. (WR, CAR)",WSH,#15,122,46,0.00,0.00,0.00,0.12,0.78,0.00,2.29,37.43,0.31,7.89,6.75,$5200,1.3,7.93,$3500,2.27,6.75,$68300,0.1,7.89,$6000,1.32,6.75,$4200,1.61,7.93,$3500,2.27,7.97,$4700,1.7,6.79,$5100,1.33,6.75,$16,421.88
"Coby Fleener (TE, IND)",ATL,#19,123,18,0.00,0.00,0.00,0.00,0.00,0.00,3.01,31.19,0.29,7.83,6.32,$5000,1.26,7.87,$3200,2.46,6.32,$50200,0.13,7.83,$6800,1.15,6.32,$3900,1.62,7.87,$3300,2.38,7.91,$3800,2.08,6.36,$2700,2.36,6.32,$15,421.33
"John Brown (WR, ARI)",CIN,#11,124,47,0.00,0.00,0.00,0.05,-0.05,0.00,2.66,37.92,0.23,7.79,6.46,$5700,1.13,7.81,$5200,1.5,6.46,$74900,0.09,7.79,$10950,0.71,6.46,$4700,1.37,7.81,$4200,1.86,7.83,$2400,3.26,6.48,$4800,1.35,6.46,$28,230.71
"Marvin Jones (WR, CIN)",ARI,#6,125,48,0.68,0.02,0.00,0.02,0.00,0.00,3.04,39.10,0.12,7.74,6.22,$5400,1.15,7.76,$4300,1.8,6.22,$75900,0.08,7.74,$8250,0.94,6.22,$4250,1.46,7.76,$3800,2.04,7.78,$4600,1.69,6.24,$4400,1.42,6.22,$21,296.19
"James Jones (WR, GB)",MIN,#16,126,49,0.00,0.00,0.00,0.00,0.00,0.00,1.99,37.37,0.32,7.65,6.65,$5200,1.28,7.65,$5000,1.53,6.65,$75600,0.09,7.65,$7500,1.02,6.65,$4300,1.55,7.65,$3600,2.13,7.65,$4900,1.56,6.65,$3700,1.8,6.65,$19,350
"Vernon Davis (TE, DEN)",CHI,#25,127,19,0.00,0.00,0.00,0.00,0.00,0.00,2.81,29.54,0.30,7.56,6.16,$5000,1.23,7.56,$2500,3.02,6.16,$35400,0.17,7.56,$0,0,6.16,$4000,1.54,7.56,$3200,2.36,7.56,$2700,2.8,6.16,$2200,2.8,6.16,$10,616
"T.J. Yates (QB, HOU)",NYJ,#4,128,27,105.12,0.96,0.48,4.32,3.36,0.00,0.00,0.00,0.00,7.42,7.9,$5100,1.55,7.9,$5000,1.58,7.42,$101000,0.07,7.9,$0,0,8.47,$4500,1.88,7.9,$3000,2.63,8.95,$4500,1.99,7.9,$5000,1.58,7.9,$20,395
"Austin Seferian-Jenkins (TE, TB)",PHI,#5,129,20,0.00,0.00,0.00,0.00,0.00,0.00,1.97,27.79,0.40,7.15,6.16,$5100,1.21,7.15,$2500,2.86,6.16,$55900,0.11,7.15,$9100,0.79,6.16,$4000,1.54,7.15,$3200,2.23,7.15,$3200,2.23,6.16,$2100,2.93,6.16,$13,473.85
"Chris Givens (WR, BAL)",STL,#2,130,50,0.00,0.00,0.00,0.10,0.39,0.00,2.84,33.50,0.13,7.07,5.65,$4500,1.26,7.07,$3200,2.21,5.65,$71200,0.08,7.07,$6000,1.18,5.65,$4000,1.41,7.07,$3300,2.14,7.07,$2000,3.54,5.65,$3700,1.53,5.65,$11,513.64
"Robert Woods (WR, BUF)",NE,#14,131,51,0.00,0.00,0.00,0.07,0.44,0.00,2.93,30.25,0.15,7.02,5.55,$5100,1.09,6.9,$3400,2.03,5.43,$59200,0.09,7.02,$6000,1.17,5.55,$4000,1.39,7.02,$3300,2.13,7.02,$2800,2.51,5.55,$3600,1.54,5.55,$17,326.47
"Mike Wallace (WR, MIN)",GB,#21,132,52,0.74,0.02,0.00,0.00,0.00,0.00,2.82,34.34,0.12,7,5.59,$5200,1.08,7.04,$3500,2.01,5.59,$53500,0.1,7,$6000,1.17,5.6,$4000,1.4,7.04,$3300,2.13,7.09,$2100,3.38,5.63,$3600,1.56,5.59,$13,430
"Jared Cook (TE, STL)",BAL,#17,133,21,0.00,0.00,0.00,0.00,0.00,0.00,2.71,29.01,0.24,6.93,5.58,$4800,1.16,6.99,$2500,2.8,5.58,$38900,0.14,6.93,$6000,1.16,5.58,$4000,1.4,6.99,$3100,2.25,7.05,$2300,3.07,5.64,$2100,2.69,5.58,$10,558
"Ryan Mathews (RB, PHI)",TB,#18,134,34,0.00,0.00,0.00,3.95,15.91,0.19,1.84,18.17,0.08,6.89,5.97,$5300,1.13,6.89,$3500,1.97,5.97,$73100,0.08,6.89,$8950,0.77,5.97,$4550,1.31,6.89,$3300,2.09,6.89,$6700,1.03,5.97,$4200,1.42,5.97,$16,373.13
"Mychal Rivera (TE, OAK)",DET,#27,135,22,0.00,0.00,0.00,0.00,0.00,0.00,2.83,27.18,0.21,6.85,5.43,$4700,1.16,6.85,$2500,2.74,5.43,$33400,0.16,6.85,$6000,1.14,5.43,$3600,1.51,6.85,$3000,2.28,6.85,$1700,4.03,5.43,$2300,2.36,5.43,$10,543
"Darren Sproles (RB, PHI)",TB,#18,136,35,0.00,0.00,0.00,2.01,8.46,0.06,2.62,22.22,0.12,6.75,5.44,$5400,1.01,6.76,$3400,1.99,5.44,$45800,0.12,6.75,$6350,1.06,5.44,$4150,1.31,6.76,$3200,2.11,6.77,$4000,1.69,5.45,$4200,1.3,5.44,$13,418.46
"Jordan Cameron (TE, MIA)",DAL,#22,137,23,0.00,0.00,0.00,0.00,0.00,0.00,2.24,27.18,0.29,6.7,5.58,$4900,1.14,6.72,$2500,2.69,5.58,$44900,0.12,6.7,$6000,1.12,5.58,$3900,1.43,6.72,$3100,2.17,6.74,$5200,1.3,5.6,$2700,2.07,5.58,$13,429.23
"James White (RB, NE)",BUF,#10,138,36,0.00,0.00,0.00,1.80,5.38,0.05,2.72,30.96,0.00,6.65,5.29,$5100,1.04,6.65,$3000,2.22,5.29,$54400,0.1,6.65,$6000,1.11,5.29,$3500,1.51,6.65,$3100,2.15,6.65,$2800,2.38,5.29,$4000,1.32,5.29,$12,440.83
"Wes Welker (WR, STL)",BAL,#17,139,53,0.00,0.00,0.00,0.00,0.00,0.00,3.03,29.08,0.12,6.58,5.06,$5200,0.97,6.62,$3000,2.21,5.06,$49300,0.1,6.58,$0,0,5.06,$4300,1.18,6.62,$3000,2.21,6.66,$2400,2.78,5.1,$3000,1.7,5.06,$10,506
"Andre Johnson (WR, IND)",ATL,#19,140,54,0.00,0.00,0.00,0.00,0.00,0.00,2.09,28.38,0.27,6.55,5.5,$5400,1.02,6.55,$3700,1.77,5.5,$59900,0.09,6.55,$7650,0.86,5.5,$4250,1.29,6.55,$3200,2.05,6.55,$3000,2.18,5.5,$3600,1.53,5.5,$14,392.86
"Tyler Lockett (WR, SEA)",SF,#29,141,55,0.00,0.00,0.00,0.08,0.26,0.00,2.14,28.78,0.25,6.54,5.47,$5200,1.05,6.54,$3000,2.18,5.47,$48100,0.11,6.54,$6000,1.09,5.47,$3800,1.44,6.54,$3100,2.11,6.54,$2000,3.27,5.47,$3600,1.52,5.47,$14,390.71
"Charles Sims (RB, TB)",PHI,#5,142,37,0.00,0.00,0.00,4.94,21.74,0.04,2.12,16.80,0.06,6.41,5.35,$5200,1.03,6.49,$3300,1.97,5.35,$67700,0.08,6.41,$6050,1.06,5.35,$4100,1.3,6.49,$3300,1.97,6.57,$3900,1.68,5.43,$3500,1.55,5.35,$13,411.54
"Kenny Britt (WR, STL)",BAL,#17,143,56,0.00,0.00,0.00,0.00,0.00,0.00,2.07,31.47,0.16,6.18,5.14,$5300,0.97,6.18,$3400,1.82,5.14,$53400,0.1,6.18,$6000,1.03,5.14,$4000,1.29,6.18,$3100,1.99,6.18,$2000,3.09,5.14,$3600,1.43,5.14,$12,428.33
"Darren Fells (TE, ARI)",CIN,#11,144,24,0.00,0.00,0.00,0.00,0.00,0.00,1.94,27.81,0.25,6.18,5.21,$4800,1.09,6.2,$2500,2.48,5.21,$38800,0.13,6.18,$6000,1.03,5.21,$3400,1.53,6.2,$3000,2.07,6.22,$2000,3.11,5.23,$2000,2.62,5.21,$10,521
"C.J. Anderson (RB, DEN)",CHI,#25,145,38,0.00,0.00,0.00,7.86,31.40,0.21,1.25,6.16,0.00,6.13,5.5,$5700,0.96,6.21,$3700,1.68,5.5,$65500,0.08,6.13,$8900,0.69,5.5,$4450,1.24,6.21,$3200,1.94,6.29,$4900,1.28,5.58,$3500,1.59,5.5,$18,305.56
"Brian Hoyer (QB, HOU)",NYJ,#4,146,28,113.21,0.52,0.50,0.96,3.59,0.04,0.00,0.00,0.00,6.03,6.53,$6700,0.97,6.62,$5200,1.27,6.03,$114900,0.05,6.53,$14050,0.46,7.16,$5700,1.26,6.62,$5100,1.3,7.84,$6900,1.14,6.62,$5900,1.12,6.53,$28,233.21
"Eddie Royal (WR, CHI)",DEN,#1,147,57,0.00,0.00,0.00,0.07,0.52,0.00,2.80,28.31,0.08,5.98,4.58,$4900,0.93,6.07,$3000,2.02,4.58,$48800,0.09,5.98,$6000,1,4.58,$4000,1.15,6.07,$3200,1.9,6.16,$2000,3.08,4.67,$1600,2.92,4.58,$15,305.33
"Aaron Dobson (WR, NE)",BUF,#10,148,58,0.00,0.00,0.00,0.00,0.00,0.00,2.75,29.66,0.04,5.96,4.58,$4500,1.02,5.96,$3000,1.99,4.58,$30000,0.15,5.96,$6000,0.99,4.58,$3500,1.31,5.96,$3000,1.99,5.96,$2100,2.84,4.58,$3500,1.31,4.58,$10,458
"David Cobb (RB, TEN)",JAC,#23,149,39,0.07,0.02,0.00,4.42,14.86,0.12,1.72,14.83,0.08,5.95,5.09,$4600,1.11,5.96,$3000,1.99,5.09,$35000,0.15,5.95,$6000,0.99,5.09,$3600,1.41,5.96,$3000,1.99,5.97,$2500,2.39,5.1,$2300,2.22,5.09,$10,509
"Nelson Agholor (WR, PHI)",TB,#18,150,59,0.00,0.00,0.00,0.00,0.00,0.00,2.13,28.44,0.16,5.91,4.85,$5100,0.95,5.94,$3300,1.8,4.85,$30000,0.16,5.91,$6000,0.99,4.85,$3900,1.24,5.94,$3100,1.92,5.97,$2000,2.99,4.88,$3600,1.36,4.85,$10,485
"Chris Thompson (RB, WSH)",CAR,#7,151,40,0.00,0.00,0.00,2.10,12.07,0.08,2.08,17.64,0.07,5.87,4.83,$5100,0.95,5.91,$3200,1.85,4.83,$59000,0.08,5.87,$6000,0.98,4.83,$3900,1.24,5.91,$3100,1.91,5.95,$2100,2.83,4.87,$3100,1.57,4.83,$13,371.54
"Lance Moore (WR, DET)",OAK,#31,152,60,0.00,0.00,0.00,0.00,0.00,0.00,2.17,24.66,0.17,5.66,4.57,$5100,0.9,5.66,$3000,1.89,4.57,$70700,0.06,5.66,$6000,0.94,4.57,$4100,1.11,5.66,$3100,1.83,5.66,$2000,2.83,4.57,$3500,1.31,4.57,$12,380.83
"Kyle Rudolph (TE, MIN)",GB,#21,153,25,0.00,0.00,0.00,0.00,0.00,0.00,2.33,23.14,0.16,5.56,4.4,$4700,0.94,5.58,$2900,1.92,4.4,$48900,0.09,5.56,$6000,0.93,4.4,$4000,1.1,5.58,$3100,1.8,5.6,$2700,2.07,4.42,$2700,1.64,4.4,$11,400
"Ahmad Bradshaw (RB, IND)",ATL,#19,154,41,0.00,0.00,0.00,1.62,3.09,0.02,2.00,18.85,0.22,5.55,4.55,$5000,0.91,5.59,$3000,1.86,4.55,$48000,0.09,5.55,$6000,0.93,4.55,$4000,1.14,5.59,$3000,1.86,5.63,$2600,2.17,4.59,$3500,1.31,4.55,$10,455
